"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2019","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","HOGS","HOGS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,035,654,000",""
"SURVEY","2019","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HOGS","HOGS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,170,000",""
"SURVEY","2019","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HOGS","HOGS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","642,821,000",""
"SURVEY","2019","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","HOGS","HOGS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","638,000",""
"SURVEY","2019","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HOGS","HOGS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","40,077,000",""
"SURVEY","2019","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HOGS","HOGS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,153,511,000",""
"SURVEY","2019","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HOGS","HOGS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","160,384,000",""
"SURVEY","2019","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","HOGS","HOGS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","487,749,000",""
"SURVEY","2019","YEAR","","STATE","UTAH","49","","","","","","","00000000","","HOGS","HOGS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","292,364,000",""
"SURVEY","2019","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","HOGS","HOGS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,624,000",""
"SURVEY","2019","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HOGS","HOGS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","109,527,000",""
"SURVEY","2019","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HOGS","HOGS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,706,000",""
"SURVEY","2019","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HOGS","HOGS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,549,000",""
"SURVEY","2019","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HOGS","HOGS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","218,375,000",""
"SURVEY","2019","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","HOGS","HOGS - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","108,809,000",""
